chembl_id,smiles,ic50,ic50_unit,pIC50
CHEMBL3972796,CCOC(=O)N=S(C)(=O)Cc1cccc(Nc2ncc(F)c(-c3cccc4c3OCC4)n2)c1,9,nM,8.045757491
CHEMBL3892881,CS(=N)(=O)Cc1cccc(Nc2ncc(F)c(-c3ccc(F)cc3OCc3ccc(F)cc3)n2)c1,5,nM,8.301029996
CHEMBL3967588,COc1cc(F)ccc1-c1nc(Nc2cc(Cl)cc(CS(C)(=O)=NC#N)c2)ncc1F,4,nM,8.397940009
CHEMBL3981911,COc1cc(F)ccc1-c1nc(Nc2cc(Cl)cc(CS(C)(=N)=O)c2)ncc1F,5,nM,8.301029996
CHEMBL3953160,COc1cc(F)ccc1-c1nc(Nc2cc(C)cc(CS(C)(=O)=NC#N)c2)ncc1F,3,nM,8.522878745
CHEMBL3932396,COCCOC(=O)N=S(C)(=O)Cc1cc(F)cc(Nc2ncc(F)c(-c3ccc(F)cc3OC)n2)c1,3,nM,8.522878745
CHEMBL3950787,CN1Cc2c(C3=CCNCC3)[nH]c3nccc(c23)-c2cc(F)ccc21,21,nM,7.677780705
CHEMBL3914748,CN1Cc2c(C3=CCN(C(=O)OC(C)(C)C)CC3)[nH]c3nccc(c23)-c2cc(F)ccc21,230,nM,6.638272164
CHEMBL3984563,CCOC(=O)NS(=O)(=O)N1CC=C(c2[nH]c3nccc4c3c2CN(C)c2ccc(F)cc2-4)CC1,47,nM,7.327902142
CHEMBL3923769,CN1Cc2c(C3=CCN(S(C)(=O)=O)CC3)[nH]c3nccc(c23)-c2cc(F)ccc21,25,nM,7.602059991
CHEMBL3899222,CS(=O)(=O)N1CC=C(c2[nH]c3nccc4c3c2CNc2ccc(F)cc2-4)CC1,62,nM,7.207608311
CHEMBL3900378,CCCN1Cc2c(C3=CCN(S(C)(=O)=O)CC3)[nH]c3nccc(c23)-c2cc(F)ccc21,340,nM,6.468521083
CHEMBL3971492,CS(=O)(=O)N1CC=C(c2[nH]c3nccc4c3c2CN(CC2CCOCC2)c2ccc(F)cc2-4)CC1,800,nM,6.096910013
CHEMBL3909386,CCC1c2c(C3=CCN(C(=O)OC(C)(C)C)CC3)[nH]c3nccc(c23)-c2cc(F)ccc2N1C,1400,nM,5.853871964
CHEMBL3976491,CCC1c2c(C3=CCNCC3)[nH]c3nccc(c23)-c2cc(F)ccc2N1C,48,nM,7.318758763
CHEMBL3972845,CN1c2ccc(F)cc2-c2ccnc3[nH]c(C4=CCNCC4)c(c23)C1c1cnn(C)c1,230,nM,6.638272164
CHEMBL3894563,CCC1c2c(C3=CCN(S(C)(=O)=O)CC3)[nH]c3nccc(c23)-c2cc(F)ccc2N1C,120,nM,6.920818754
CHEMBL3914190,CN(C)C(=O)CN1CC=C(c2[nH]c3nccc4c3c2CN(C)c2ccc(F)cc2-4)CC1,51,nM,7.292429824
CHEMBL3938690,CNC(=O)N1CC=C(c2[nH]c3nccc4c3c2CN(C)c2ccc(F)cc2-4)CC1,30,nM,7.522878745
CHEMBL3901726,Fc1ccc2c(c1)-c1ccnc3[nH]c(C4=CCNCC4)c(c13)CO2,20,nM,7.698970004
CHEMBL3929678,CS(=O)(=O)N1CC=C(c2[nH]c3nccc4c3c2COc2ccc(F)cc2-4)CC1,94,nM,7.026872146
CHEMBL3892764,CN1Cc2c(C3=CCN(CC(=O)O)CC3)[nH]c3nccc(c23)-c2cc(F)ccc21,61,nM,7.214670165
CHEMBL3924254,CN1Cc2c(C3=CCN(CC(=O)N4CCC[C@H]4CO)CC3)[nH]c3nccc(c23)-c2cc(F)ccc21,70,nM,7.15490196
CHEMBL3985050,CN1Cc2c(C3=CCN(CC(=O)N4CC(O)C4)CC3)[nH]c3nccc(c23)-c2cc(F)ccc21,44,nM,7.356547324
CHEMBL3915267,CN(CCO)C(=O)CN1CC=C(c2[nH]c3nccc4c3c2CN(C)c2ccc(F)cc2-4)CC1,48,nM,7.318758763
CHEMBL3922015,CC1c2c(C3=CCN(S(C)(=O)=O)CC3)[nH]c3nccc(c23)-c2cc(F)ccc2N1C,110,nM,6.958607315
CHEMBL3946356,CN1Cc2c(C3CCNCC3)[nH]c3nccc(c23)-c2cc(F)ccc21,400,nM,6.397940009
CHEMBL3943802,CN1Cc2c(C3CCN(CC(=O)OC(C)(C)C)CC3)[nH]c3nccc(c23)-c2cc(F)ccc21,2800,nM,5.552841969
CHEMBL3976471,CN1Cc2c(C3CCN(CC(=O)O)CC3)[nH]c3nccc(c23)-c2cc(F)ccc21,150,nM,6.823908741
CHEMBL3938400,CN1Cc2c(C3=CCN(CC(=O)N(C)C4CC(O)C4)CC3)[nH]c3nccc(c23)-c2cc(F)ccc21,40,nM,7.397940009
CHEMBL3967958,CNS(=O)(=O)CC(=O)N1CC=C(c2[nH]c3nccc4c3c2CN(C)c2ccc(F)cc2-4)CC1,22,nM,7.657577319
CHEMBL3967032,CN1Cc2c(C3CCN(CC(=O)N4CCC[C@H]4CO)CC3)[nH]c3nccc(c23)-c2cc(F)ccc21,93,nM,7.031517051
CHEMBL3892247,CN(CCO)C(=O)CN1CCC(c2[nH]c3nccc4c3c2CN(C)c2ccc(F)cc2-4)CC1,91,nM,7.040958608
CHEMBL3952541,CCOC(=O)C1c2c(C3=CCNCC3)[nH]c3nccc(c23)-c2cc(F)ccc2N1C,150,nM,6.823908741
CHEMBL3981309,CC(C)[C@@H](NC1CC=C(c2[nH]c3nccc4c3c2CN(C)c2ccc(F)cc2-4)CC1)C(=O)O,46,nM,7.337242168
CHEMBL3936047,C[C@H](NC1CC=C(c2[nH]c3nccc4c3c2CN(C)c2ccc(F)cc2-4)CC1)C(=O)O,100,nM,7
CHEMBL3969174,CN1Cc2c(C3=CCC(NCC(=O)O)CC3)[nH]c3nccc(c23)-c2cc(F)ccc21,86,nM,7.065501549
CHEMBL3976947,CN1Cc2c(C3=CCC(N[C@H](C(=O)O)c4ccccc4)CC3)[nH]c3nccc(c23)-c2cc(F)ccc21,56,nM,7.251811973
CHEMBL3947668,CN1c2ccc(F)cc2-c2ccnc3[nH]c(C4=CCNCC4)c(c23)C1C(=O)O,540,nM,6.26760624
CHEMBL3985017,CC(C)[C@H](NC1CC=C(c2[nH]c3nccc4c3c2CN(C)c2ccc(F)cc2-4)CC1)C(=O)O,120,nM,6.920818754
CHEMBL3953020,CN1Cc2c(C3=CCC(N[C@@H](Cc4ccccc4)C(=O)O)CC3)[nH]c3nccc(c23)-c2cc(F)ccc21,61,nM,7.214670165
CHEMBL3932928,CN1Cc2c(C3=CCC(N[C@H](C(=O)O)C(C)(C)C)CC3)[nH]c3nccc(c23)-c2cc(F)ccc21,64,nM,7.193820026
CHEMBL3961728,CN1Cc2c(C3=CCC(N4CCC[C@H]4C(=O)O)CC3)[nH]c3nccc(c23)-c2cc(F)ccc21,160,nM,6.795880017
CHEMBL3911825,CN1Cc2c(C3=CCC(N[C@@H](CO)C(=O)O)CC3)[nH]c3nccc(c23)-c2cc(F)ccc21,91,nM,7.040958608
CHEMBL3975945,CCC[C@H](NC1CC=C(c2[nH]c3nccc4c3c2CN(C)c2ccc(F)cc2-4)CC1)C(=O)O,130,nM,6.886056648
CHEMBL3969672,CN1Cc2c(C3=CCC(N[C@@H](Cc4ccc(O)cc4)C(=O)O)CC3)[nH]c3nccc(c23)-c2cc(F)ccc21,81,nM,7.091514981
CHEMBL3940113,CN1Cc2c(C3=CCC(C(=O)O)CC3)[nH]c3nccc(c23)-c2cc(F)ccc21,150,nM,6.823908741
CHEMBL3971127,CN1Cc2c(C3=CCN(CC(=O)N4CC[C@H](O)C4)CC3)[nH]c3nccc(c23)-c2cc(F)ccc21,48,nM,7.318758763
CHEMBL3899955,CN1Cc2c(-c3ccc(S(C)(=O)=O)cc3)[nH]c3nccc(c23)-c2cc(F)ccc21,66,nM,7.180456064
CHEMBL3982411,CN1Cc2c(-c3ccncc3)[nH]c3nccc(c23)-c2cc(F)ccc21,130,nM,6.886056648
CHEMBL3909010,CN1Cc2c(-c3ccc(S(C)(=O)=O)nc3)[nH]c3nccc(c23)-c2cc(F)ccc21,110,nM,6.958607315
CHEMBL3954733,CN1Cc2c(-c3cnc(N)nc3)[nH]c3nccc(c23)-c2cc(F)ccc21,3300,nM,5.48148606
CHEMBL3983369,CN1Cc2c(-c3ccc(C(=O)O)cc3)[nH]c3nccc(c23)-c2cc(F)ccc21,150,nM,6.823908741
CHEMBL3960058,CN1Cc2c(C3=CCNCC3)[nH]c3ncc(F)c(c23)-c2cc(F)ccc21,27,nM,7.568636236
CHEMBL3919798,CN1Cc2c(C3=CCN(C(=O)OC(C)(C)C)CC3)[nH]c3ncc(F)c(c23)-c2cc(F)ccc21,780,nM,6.107905397
CHEMBL3961213,CN(C)C(=O)C1CC=C(c2[nH]c3nccc4c3c2CN(C)c2ccc(F)cc2-4)CC1,120,nM,6.920818754
CHEMBL3892232,CN1Cc2c(C3=CCC(C(=O)N4CC(O)C4)CC3)[nH]c3nccc(c23)-c2cc(F)ccc21,110,nM,6.958607315
CHEMBL3975721,CNC(=O)C1CC=C(c2[nH]c3nccc4c3c2CN(C)c2ccc(F)cc2-4)CC1,63,nM,7.200659451
CHEMBL3942947,CN1Cc2c(C3=CCN(CC(=O)N(CCO)CCO)CC3)[nH]c3nccc(c23)-c2cc(F)ccc21,57,nM,7.244125144
CHEMBL3967245,CN1Cc2c(C3=CCN(CC(=O)N4CC(F)(F)C4)CC3)[nH]c3nccc(c23)-c2cc(F)ccc21,63,nM,7.200659451
CHEMBL3937565,CN(C)C(=O)CN1[C@H]2CC[C@@H]1C=C(c1[nH]c3nccc4c3c1CN(C)c1ccc(F)cc1-4)C2,160,nM,6.795880017
CHEMBL3901001,CN1Cc2c(C3=C[C@H]4CC[C@@H](C3)N4S(C)(=O)=O)[nH]c3nccc(c23)-c2cc(F)ccc21,96,nM,7.017728767
CHEMBL3966259,CNC(=O)N1[C@H]2CC[C@@H]1C=C(c1[nH]c3nccc4c3c1CN(C)c1ccc(F)cc1-4)C2,200,nM,6.698970004
CHEMBL3980578,CN1Cc2c(C3=C[C@H]4CC[C@@H](C3)N4CC(=O)O)[nH]c3nccc(c23)-c2cc(F)ccc21,170,nM,6.769551079
CHEMBL3951695,CN1Cc2c(C3=CC4CNCC4C3)[nH]c3nccc(c23)-c2cc(F)ccc21,88,nM,7.055517328
CHEMBL3958055,CN1Cc2c(-c3cccnc3)[nH]c3nccc(c23)-c2cc(F)ccc21,75,nM,7.124938737
CHEMBL3979619,CCOC(=O)C1CC=C(c2[nH]c3nccc4c3c2CN(C)c2ccc(F)cc2-4)CC1,400,nM,6.397940009
CHEMBL3975203,CN1Cc2c(C3=C[C@H]4CC[C@@H](C3)N4)[nH]c3nccc(c23)-c2cc(F)ccc21,46,nM,7.337242168
CHEMBL3900836,CN(CC(O)CO)C(=O)CN1CC=C(c2[nH]c3nccc4c3c2CN(C)c2ccc(F)cc2-4)CC1,38,nM,7.420216403
CHEMBL3960860,CN1Cc2c(C3=CCN(CC(=O)N4CCC[C@@H]4CO)CC3)[nH]c3nccc(c23)-c2cc(F)ccc21,62,nM,7.207608311
CHEMBL3952232,CN1Cc2c(C3=CCN(CC(=O)OC(C)(C)C)CC3)[nH]c3ncc(F)c(c23)-c2cc(F)ccc21,100,nM,7
CHEMBL3952162,CN(C)C(=O)CN1CC=C(c2[nH]c3ncc(F)c4c3c2CN(C)c2ccc(F)cc2-4)CC1,44,nM,7.356547324
CHEMBL3984185,CN1Cc2c(C3=CCN(CC(=O)O)CC3)[nH]c3ncc(F)c(c23)-c2cc(F)ccc21,48,nM,7.318758763
CHEMBL3946855,CN1Cc2c(C3=CCN(S(C)(=O)=O)CC3)[nH]c3ncc(F)c(c23)-c2cc(F)ccc21,38,nM,7.420216403
CHEMBL3976153,COCCS(=O)(=O)N1CC2C=C(c3[nH]c4nccc5c4c3CN(C)c3ccc(F)cc3-5)CC2C1,80,nM,7.096910013
CHEMBL3982110,CN1Cc2c(C3=CCN(CC(=O)N4CCC[C@H]4CO)CC3)[nH]c3ncc(F)c(c23)-c2cc(F)ccc21,86,nM,7.065501549
CHEMBL3908656,CN(CCO)C(=O)CN1CC=C(c2[nH]c3ncc(F)c4c3c2CN(C)c2ccc(F)cc2-4)CC1,100,nM,7
CHEMBL3899072,CN1Cc2c(C3=CCN(CC(=O)N4CC(O)C4)CC3)[nH]c3ncc(F)c(c23)-c2cc(F)ccc21,79,nM,7.102372909
CHEMBL3970274,CN1Cc2c(C3=CCN(CC(=O)N4CC[C@H](O)C4)CC3)[nH]c3ncc(F)c(c23)-c2cc(F)ccc21,52,nM,7.283996656
CHEMBL3908119,CN1Cc2c(C3=CCN(CC(=O)N4CC(CO)C4)CC3)[nH]c3ncc(F)c(c23)-c2cc(F)ccc21,89,nM,7.050609993
CHEMBL3981660,CN1Cc2c(C3=CCN(CC(=O)N4CCC[C@@H]4CO)CC3)[nH]c3ncc(F)c(c23)-c2cc(F)ccc21,51,nM,7.292429824
CHEMBL3982622,CNC(=O)N1CC2C=C(c3[nH]c4nccc5c4c3CN(C)c3ccc(F)cc3-5)CC2C1,41,nM,7.387216143
CHEMBL3953940,CN(C)C(=O)CN1CC2C=C(c3[nH]c4nccc5c4c3CN(C)c3ccc(F)cc3-5)CC2C1,46,nM,7.337242168
CHEMBL3914697,CN1Cc2c(C3=CC4CN(S(C)(=O)=O)CC4C3)[nH]c3nccc(c23)-c2cc(F)ccc21,62,nM,7.207608311
CHEMBL3959178,CN1Cc2c(C3=C[C@H]4CC[C@@H](C3)N4CC(=O)N3CCC[C@H]3CO)[nH]c3nccc(c23)-c2cc(F)ccc21,72,nM,7.142667504
CHEMBL3906898,CN1Cc2c(C3=C[C@H]4CC[C@@H](C3)N4CC(=O)N3CC(O)C3)[nH]c3nccc(c23)-c2cc(F)ccc21,97,nM,7.013228266
CHEMBL3977523,CN1Cc2c(-c3ccc(CC(=O)O)cc3)[nH]c3nccc(c23)-c2cc(F)ccc21,68,nM,7.167491087
CHEMBL3927646,CN1Cc2c(-c3cccc(CC(=O)O)c3)[nH]c3nccc(c23)-c2cc(F)ccc21,100,nM,7
CHEMBL3919423,CN(CC(O)CO)C(=O)CN1[C@H]2CC[C@@H]1C=C(c1[nH]c3nccc4c3c1CN(C)c1ccc(F)cc1-4)C2,140,nM,6.853871964
CHEMBL3933775,CN1Cc2c(C3=CC4CN(CC(=O)N5CC(O)C5)CC4C3)[nH]c3nccc(c23)-c2cc(F)ccc21,94,nM,7.026872146
CHEMBL3986185,CN(CC(O)CO)C(=O)CN1CC2C=C(c3[nH]c4nccc5c4c3CN(C)c3ccc(F)cc3-5)CC2C1,99,nM,7.004364805
CHEMBL3959305,CN(CCO)C(=O)CN1CC2C=C(c3[nH]c4nccc5c4c3CN(C)c3ccc(F)cc3-5)CC2C1,43,nM,7.366531544
CHEMBL3942621,CN1Cc2c(C3=CCCNCC3)[nH]c3nccc(c23)-c2cc(F)ccc21,90,nM,7.045757491
CHEMBL3927123,CN(C)C(=O)CN1CCC=C(c2[nH]c3nccc4c3c2CN(C)c2ccc(F)cc2-4)CC1,150,nM,6.823908741
CHEMBL3951345,CN1Cc2c(C3=CCCN(S(C)(=O)=O)CC3)[nH]c3nccc(c23)-c2cc(F)ccc21,120,nM,6.920818754
CHEMBL3892477,CN1Cc2c(C3=CCCN(CC(=O)O)CC3)[nH]c3nccc(c23)-c2cc(F)ccc21,170,nM,6.769551079
CHEMBL3920469,CN1Cc2c(C3=CCCN(CC(=O)N4CC(O)C4)CC3)[nH]c3nccc(c23)-c2cc(F)ccc21,180,nM,6.744727495
CHEMBL3915748,CN1Cc2c(C3=CCNCC3(C)C)[nH]c3nccc(c23)-c2cc(F)ccc21,420,nM,6.37675071
CHEMBL3934364,CN1Cc2c(C3=CCCNC3)[nH]c3nccc(c23)-c2cc(F)ccc21,46,nM,7.337242168
CHEMBL3949735,CN1Cc2c(C3=CC4CN(CC(=O)N(C)C5CC(O)C5)CC4C3)[nH]c3nccc(c23)-c2cc(F)ccc21,100,nM,7
CHEMBL3921963,CN1Cc2c(C3=CCCN(S(C)(=O)=O)C3)[nH]c3nccc(c23)-c2cc(F)ccc21,130,nM,6.886056648
CHEMBL3944411,CNC(=O)N1CCC=C(c2[nH]c3nccc4c3c2CN(C)c2ccc(F)cc2-4)C1,180,nM,6.744727495
CHEMBL3941083,CN(C)C(=O)CN1CCC=C(c2[nH]c3nccc4c3c2CN(C)c2ccc(F)cc2-4)C1,420,nM,6.37675071
CHEMBL4113920,CN1Cc2c(C3=C[C@H]4CC[C@@H](C3)N4CC(=O)N(C)C3CC(O)C3)[nH]c3nccc(c23)-c2cc(F)ccc21,73,nM,7.13667714
CHEMBL3935574,CN1Cc2c(C3=CC4CCCC(C3)N4S(C)(=O)=O)[nH]c3nccc(c23)-c2cc(F)ccc21,400,nM,6.397940009
CHEMBL3950866,CNC(=O)N1C2C=C(c3[nH]c4nccc5c4c3CN(C)c3ccc(F)cc3-5)CC1CCC2,83,nM,7.080921908
CHEMBL3926650,CN(C)C(=O)CN1C2C=C(c3[nH]c4nccc5c4c3CN(C)c3ccc(F)cc3-5)CC1CCC2,110,nM,6.958607315
CHEMBL3903886,CN1Cc2c(C3=CC4CCCC(C3)N4C(=O)CC#N)[nH]c3nccc(c23)-c2cc(F)ccc21,44,nM,7.356547324
CHEMBL3907123,CN(CCO)C(=O)CN1C2C=C(c3[nH]c4nccc5c4c3CN(C)c3ccc(F)cc3-5)CC1CCC2,86,nM,7.065501549
CHEMBL3969304,CN1Cc2c(C3=CC4CCCC(C3)N4CC(=O)N3CCC[C@H]3CO)[nH]c3nccc(c23)-c2cc(F)ccc21,57,nM,7.244125144
CHEMBL3941567,CN1Cc2c(C3=CC4CCCC(C3)N4CC(=O)N3CC(O)C3)[nH]c3nccc(c23)-c2cc(F)ccc21,98,nM,7.008773924
CHEMBL3897049,CN1Cc2c(C3=CC4CCCC(C3)N4CC(=O)N(C)C3CC(O)C3)[nH]c3nccc(c23)-c2cc(F)ccc21,66,nM,7.180456064
CHEMBL3921585,CN(CC(O)CO)C(=O)CN1C2C=C(c3[nH]c4nccc5c4c3CN(C)c3ccc(F)cc3-5)CC1CCC2,110,nM,6.958607315
CHEMBL3965251,CN1Cc2c(C3=CC4CCCC(C3)N4CC(=O)O)[nH]c3nccc(c23)-c2cc(F)ccc21,110,nM,6.958607315
CHEMBL3912612,CN1Cc2c(C3=CCN(CC(=O)N(C)C4CC(O)C4)CC3)[nH]c3ncc(F)c(c23)-c2cc(F)ccc21,43,nM,7.366531544
CHEMBL3911547,CN(CC(O)CO)C(=O)CN1CC=C(c2[nH]c3ncc(F)c4c3c2CN(C)c2ccc(F)cc2-4)CC1,45,nM,7.346787486
CHEMBL3891725,CN1Cc2c(C3=CCN(CC(=O)O)CC3(C)C)[nH]c3nccc(c23)-c2cc(F)ccc21,1600,nM,5.795880017
CHEMBL3900733,CN1Cc2c(C3=CCCN(CC(=O)O)C3)[nH]c3nccc(c23)-c2cc(F)ccc21,240,nM,6.619788758
CHEMBL3978141,CN1Cc2c(C3=CCN(S(C)(=O)=O)CC3(C)C)[nH]c3nccc(c23)-c2cc(F)ccc21,650,nM,6.187086643
CHEMBL3952495,CN(C)C(=O)CN1CC=C(c2[nH]c3nccc4c3c2CN(C)c2ccc(F)cc2-4)C(C)(C)C1,870,nM,6.060480747
CHEMBL3960117,CN1Cc2c(C3=CCN(CC(=O)N4CCC[C@H]4CO)CC3(C)C)[nH]c3nccc(c23)-c2cc(F)ccc21,950,nM,6.022276395
CHEMBL3922076,CN(CCO)C(=O)CN1CC=C(c2[nH]c3nccc4c3c2CN(C)c2ccc(F)cc2-4)C(C)(C)C1,890,nM,6.050609993
CHEMBL3894072,CN1Cc2c(C3=CCN(CC(=O)N4CC(O)C4)CC3(C)C)[nH]c3nccc(c23)-c2cc(F)ccc21,960,nM,6.017728767
CHEMBL3943576,CN1Cc2c(C3=CCN(CC(=O)N(C)C4CC(O)C4)CC3(C)C)[nH]c3nccc(c23)-c2cc(F)ccc21,1200,nM,5.920818754
CHEMBL3944510,CN(CC(O)CO)C(=O)CN1CC=C(c2[nH]c3nccc4c3c2CN(C)c2ccc(F)cc2-4)C(C)(C)C1,1300,nM,5.886056648
CHEMBL3963396,CN1Cc2c(C3=CCCN(CC(=O)N4CCC[C@H]4CO)C3)[nH]c3nccc(c23)-c2cc(F)ccc21,480,nM,6.318758763
CHEMBL3906050,CN1Cc2c(C3=CCCN(CC(=O)N4CC(O)C4)C3)[nH]c3nccc(c23)-c2cc(F)ccc21,160,nM,6.795880017
CHEMBL3969125,CN1Cc2c(C3=CCCN(CC(=O)N(C)C4CC(O)C4)C3)[nH]c3nccc(c23)-c2cc(F)ccc21,420,nM,6.37675071
CHEMBL3935996,CN(CC(O)CO)C(=O)CN1CCC=C(c2[nH]c3nccc4c3c2CN(C)c2ccc(F)cc2-4)C1,540,nM,6.26760624
CHEMBL3958069,CN1Cc2c(C3=CCN([C@H]4CC[C@@H](CC(=O)O)CC4)CC3)[nH]c3nccc(c23)-c2cc(F)ccc21,48,nM,7.318758763
CHEMBL3930577,CN1Cc2c(C3=C[C@@H]4COC(=O)N4CC3)[nH]c3nccc(c23)-c2cc(F)c(F)cc21,54,nM,7.26760624
CHEMBL3982368,CN1Cc2c(C3=C[C@H](CO)NCC3)[nH]c3nccc(c23)-c2cc(F)c(F)cc21,58,nM,7.236572006
CHEMBL3957008,CN1CCc2c(C3=CCNCC3)[nH]c3nccc(c23)-c2cc(F)ccc21,26,nM,7.585026652
CHEMBL3974363,CN1CCc2c(C3=CCN(S(C)(=O)=O)CC3)[nH]c3nccc(c23)-c2cc(F)ccc21,78,nM,7.107905397
CHEMBL3944945,CN(C)C(=O)CN1CC=C(c2[nH]c3nccc4c3c2CCN(C)c2ccc(F)cc2-4)CC1,67,nM,7.173925197
CHEMBL3976427,CN1Cc2c(C3=CCN([C@H]4CC[C@H](CC(=O)O)CC4)CC3)[nH]c3nccc(c23)-c2cc(F)ccc21,64,nM,7.193820026
CHEMBL3973391,CN1Cc2c(C3=CCN(S(C)(=O)=O)CC3)[nH]c3nccc(c23)-c2cc(F)c(F)cc21,36,nM,7.443697499
CHEMBL3931677,CN(C)C(=O)CN1CC=C(c2[nH]c3nccc4c3c2CN(C)c2cc(F)c(F)cc2-4)CC1,40,nM,7.397940009
CHEMBL3944130,COC(=O)CC1CCC(N2CC=C(c3[nH]c4nccc5c4c3CN(C)c3cc(F)c(F)cc3-5)CC2)CC1,58,nM,7.236572006
CHEMBL3970239,CN1Cc2c(C3=CCNCC3)[nH]c3nccc(c23)-c2cccnc21,63,nM,7.200659451
CHEMBL3917273,CN1Cc2c(C3=CCN([C@H]4CC[C@@H](CC(=O)O)CC4)CC3)[nH]c3nccc(c23)-c2cc(F)c(F)cc21,58,nM,7.236572006
CHEMBL3945173,CN1Cc2c(C3=CCN(CC(=O)N4CC(O)C4)CC3)[nH]c3nccc(c23)-c2cc(F)c(F)cc21,52,nM,7.283996656
CHEMBL3922725,CN1Cc2c(C3=CCN(S(C)(=O)=O)CC3)[nH]c3nccc(c23)-c2cccnc21,69,nM,7.161150909
CHEMBL3953907,CNC(=O)N1CC=C(c2[nH]c3nccc4c3c2CN(C)c2ncccc2-4)CC1,94,nM,7.026872146
CHEMBL3923934,CN1Cc2c(C3=CCN(C4CC(CC(=O)O)C4)CC3)[nH]c3nccc(c23)-c2cc(F)ccc21,42,nM,7.37675071
CHEMBL3951638,CN1Cc2c(C3=CCN([C@H]4CC[C@H](C(=O)O)CC4)CC3)[nH]c3nccc(c23)-c2cc(F)ccc21,51,nM,7.292429824
CHEMBL3923572,CC[C@H]1c2c(C3=CCNCC3)[nH]c3nccc(c23)-c2cc(F)ccc2N1C,30,nM,7.522878745
CHEMBL3932161,CC[C@@H]1c2c(C3=CCNCC3)[nH]c3nccc(c23)-c2cc(F)ccc2N1C,417,nM,6.379863945
CHEMBL3970723,CN1Cc2c(C3=CCNCC3)[nH]c3nccc(c23)-c2cc(F)c(F)cc21,29,nM,7.537602002
CHEMBL3937675,CN1Cc2c(C3=CCN(CC(=O)O)CC3)[nH]c3nccc(c23)-c2cc(F)c(F)cc21,42,nM,7.37675071
CHEMBL3975804,CN1Cc2c(C3=CCN([C@H]4CC[C@H](CC(=O)O)CC4)CC3)[nH]c3nccc(c23)-c2cc(F)c(F)cc21,82,nM,7.086186148
CHEMBL3946513,CN1Cc2c(C3=CCN(CC(=O)N4CCC[C@H]4CO)CC3)[nH]c3nccc(c23)-c2cc(F)c(F)cc21,45,nM,7.346787486
CHEMBL3983849,CN1Cc2c(C3=CCN(CC(=O)N(C)C4CC(O)C4)CC3)[nH]c3nccc(c23)-c2cc(F)c(F)cc21,53,nM,7.27572413
CHEMBL3958592,CN(C)C(=O)CN1CC=C(c2[nH]c3nccc4c3c2CN(C)c2ncccc2-4)CC1,110,nM,6.958607315
CHEMBL3952127,CN1Cc2c(C3=CCN([C@H]4CC[C@H](C(=O)O)CC4)CC3)[nH]c3nccc(c23)-c2cc(F)c(F)cc21,57,nM,7.244125144
